Culture Test ID,Culture Sample 1 Timestamp,Beach,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,DNA Test ID,DNA Sample Timestamp,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean
91416,06/23/2009 12:00:00 AM,12th Street,8.5,10.8,9.6,,,,,,,,
87881,05/18/2010 12:00:00 AM,12th Street,,,,,,,,,,,
93990,07/24/2015 12:00:00 AM,Montrose,102.0,28.0,53.4,,,,269,07/24/2015 12:00:00 AM,11.1,179.4,45.0
101943,06/05/2009 12:00:00 AM,12th Street,1.0,1.0,1.0,,,,,,,,
94136,09/10/2014 12:00:00 AM,Leone,,,,,,,,,,,
98774,06/18/2007 12:00:00 AM,Columbia,11.0,10.9,10.9,,,,,,,,
93741,07/19/2015 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
102115,08/18/2008 12:00:00 AM,South Shore,41.1,55.6,47.8,,,,,,,,
112501,07/09/2014 12:00:00 AM,Foster,8.0,12.0,9.8,,,,,,,,
108969,05/24/2013 12:00:00 AM,Oak Street,290.9,131.7,195.7,,,,,,,,
99036,08/03/2007 12:00:00 AM,North Shore,46.5,52.0,49.2,,,,,,,,
95375,08/24/2015 12:00:00 AM,Montrose Dog,2.0,10.0,4.5,,,,,,,,
100079,07/13/2008 12:00:00 AM,North Avenue,,,,,,,,,,,
110484,07/09/2013 12:00:00 AM,Foster,104.0,167.0,131.8,,,,,,,,
99114,08/07/2007 12:00:00 AM,South Shore,38.9,50.4,44.3,,,,,,,,
88594,08/01/2010 12:00:00 AM,Foster,,,,,,,,,,,
93848,09/02/2014 12:00:00 AM,Leone,10.0,10.0,10.0,,,,,,,,
93294,07/09/2015 12:00:00 AM,Hartigan,210.0,219.0,214.5,,,,,,,,
99944,06/05/2008 12:00:00 AM,Rogers,17.5,9.8,13.1,,,,,,,,
102476,08/24/2008 12:00:00 AM,12th Street,,,,,,,,,,,
100648,08/14/2007 12:00:00 AM,Calumet,307.6,186.0,239.2,,,,,,,,
111891,07/08/2013 12:00:00 AM,NA,1.0,1.0,1.0,,,,,,,,
95810,09/14/2014 12:00:00 AM,Oakwood,,,,,,,,,,,
89642,08/12/2010 12:00:00 AM,Foster,172.2,172.5,172.3,,,,,,,,
91031,07/16/2009 12:00:00 AM,North Avenue,8.4,6.2,7.2,,,,,,,,
97899,07/05/2006 12:00:00 AM,Rogers,,1.0,1.0,,,,,,,,
103724,06/18/2006 12:00:00 AM,North Avenue,,,,,,,,,,,
103881,09/01/2006 12:00:00 AM,Osterman,172.3,151.5,161.6,,,,,,,,
90969,07/13/2009 12:00:00 AM,Columbia,1.0,2.0,1.4,,,,,,,,
107880,08/06/2013 12:00:00 AM,Foster,82.0,72.0,76.8,,,,,,,,
104615,06/16/2006 12:00:00 AM,Ohio Street,39.9,21.1,29.0,,,,,,,,
101151,06/24/2008 12:00:00 AM,Oak Street,6.3,20.9,11.5,,,,,,,,
112340,06/15/2014 12:00:00 AM,Hartigan,,,,,,,,,,,
95540,07/19/2014 12:00:00 AM,12th Street,,,,,,,,,,,
106157,07/26/2013 12:00:00 AM,57th Street,4.0,155.0,24.9,,,,,,,,
92500,05/25/2009 12:00:00 AM,Columbia,,,,,,,,,,,
91128,07/20/2009 12:00:00 AM,Hartigan,18.5,18.3,18.4,,,,,,,,
102947,08/23/2006 12:00:00 AM,Columbia,88.4,111.2,99.1,,,,,,,,
90228,06/26/2011 12:00:00 AM,Ohio Street,,,,,,,,,,,
105913,09/02/2012 12:00:00 AM,Juneway,,,,,,,,,,,
94567,09/21/2014 12:00:00 AM,North Avenue,,,,,,,,,,,
102535,08/26/2008 12:00:00 AM,Juneway,23.5,31.1,27.0,,,,,,,,
105831,06/16/2012 12:00:00 AM,Calumet,,,,,,,,,,,
101500,06/30/2008 12:00:00 AM,Rainbow,83.0,91.2,87.0,,,,,,,,
101561,06/13/2009 12:00:00 AM,South Shore,,,,,,,,,,,
109023,06/01/2013 12:00:00 AM,Oakwood,,,,,,,,,,,
93989,07/24/2015 12:00:00 AM,Montrose Dog,387.0,365.0,375.8,,,,,,,,
90470,06/01/2011 12:00:00 AM,Rainbow,7.4,17.3,11.3,,,,,,,,
108973,05/24/2013 12:00:00 AM,Montrose,172.3,118.7,143.0,,,,,,,,
99871,05/11/2009 12:00:00 AM,Montrose,,,,,,,,,,,
104316,07/31/2006 12:00:00 AM,Columbia,248.1,78.0,139.1,,,,,,,,
99681,05/30/2008 12:00:00 AM,Ohio Street,410.6,1299.3,730.4,,,,,,,,
98719,06/16/2007 12:00:00 AM,Oak Street,,,,,,,,,,,
103543,07/01/2007 12:00:00 AM,Juneway,,,,,,,,,,,
97829,07/15/2006 12:00:00 AM,Lane,,,,,,,,,,,
110358,07/04/2014 12:00:00 AM,North Avenue,,,,,,,,,,,
100220,07/25/2008 12:00:00 AM,57th Street,3.0,5.2,3.9,,,,,,,,
110051,07/12/2012 12:00:00 AM,Margaret T Burroughs,18.9,24.9,21.7,,,,,,,,
105309,07/11/2014 12:00:00 AM,Howard,1.0,3.0,1.7,,,,,,,,
89425,05/26/2011 12:00:00 AM,Ohio Street,2419.6,1046.2,1591.0,,,,,,,,
92529,05/27/2009 12:00:00 AM,Calumet,98.5,46.7,67.8,,,,,,,,
97458,08/29/2011 12:00:00 AM,Montrose Dog,32.3,23.8,27.7,,,,,,,,
104673,06/30/2006 12:00:00 AM,63rd Street,58.6,68.3,63.3,,,,,,,,
102227,06/17/2009 12:00:00 AM,Rogers,62.9,46.5,54.1,,,,,,,,
96229,08/10/2011 12:00:00 AM,North Avenue,31.5,27.9,29.6,,,,,,,,
87751,06/28/2010 12:00:00 AM,Marion Mahoney Griffin,12.1,14.6,13.3,,,,,,,,
111857,07/06/2013 12:00:00 AM,Rogers,,,,,,,,,,,
112183,05/24/2012 12:00:00 AM,Oak Street,9.7,9.8,9.7,,,,,,,,
102295,06/20/2009 12:00:00 AM,Howard,9.7,7.5,8.5,,,,,,,,
99027,08/03/2007 12:00:00 AM,63rd Street,435.2,488.4,461.0,,,,,,,,
106522,09/08/2012 12:00:00 AM,NA,,,,,,,,,,,
108072,06/06/2014 12:00:00 AM,Rainbow,68.0,40.0,52.2,,,,,,,,
102980,08/25/2006 12:00:00 AM,Calumet,86.0,78.9,82.4,,,,,,,,
109949,08/04/2014 12:00:00 AM,NA,411.0,548.0,474.6,,,,,,,,
106247,07/30/2013 12:00:00 AM,Oakwood,8.0,46.0,19.2,,,,,,,,
102726,05/26/2006 12:00:00 AM,South Shore,14.6,13.4,14.0,,,,,,,,
100686,08/15/2007 12:00:00 AM,Hartigan,14.8,13.5,14.1,,,,,,,,
93539,07/15/2015 12:00:00 AM,Montrose,770.0,2420.0,1365.1,,,,40,07/15/2015 12:00:00 AM,640.2,281.5,425.0
105172,06/03/2012 12:00:00 AM,63rd Street,,,,,,,,,,,
92713,08/08/2014 12:00:00 AM,Ohio Street,12.0,5.0,7.7,,,,,,,,
104546,06/13/2006 12:00:00 AM,Montrose,1.0,1.0,1.0,,,,,,,,
109998,07/09/2012 12:00:00 AM,Howard,13.5,21.8,17.2,,,,,,,,
96862,08/27/2013 12:00:00 AM,Rainbow,19.0,53.0,31.7,,,,,,,,
104891,08/08/2006 12:00:00 AM,Montrose,161.6,238.2,196.2,,,,,,,,
89856,08/23/2010 12:00:00 AM,Margaret T Burroughs,156.5,155.3,155.9,,,,,,,,
96244,08/11/2011 12:00:00 AM,57th Street,21.4,12.2,16.2,,,,,,,,
92357,08/02/2009 12:00:00 AM,Howard,,,,,,,,,,,
106966,09/17/2012 12:00:00 AM,Osterman,,,,,,,,,,,
99805,08/27/2008 12:00:00 AM,Foster,22.8,19.7,21.2,,,,,,,,
105432,09/13/2013 12:00:00 AM,Ohio Street,,,,,,,,,,,
95181,08/20/2015 12:00:00 AM,Margaret T Burroughs,1.0,6.0,2.4,,,,,,,,
106771,06/23/2012 12:00:00 AM,Leone,9.6,14.8,11.9,,,,,,,,
91710,07/06/2009 12:00:00 AM,South Shore,980.4,1203.3,1086.1,,,,,,,,
97494,08/31/2011 12:00:00 AM,57th Street,50.4,90.8,67.6,,,,,,,,
111665,05/26/2014 12:00:00 AM,Calumet,,,,,,,,,,,
104645,06/17/2006 12:00:00 AM,Lane,,,,,,,,,,,
104609,06/16/2006 12:00:00 AM,South Shore,18.9,20.1,19.5,,,,,,,,
102744,05/26/2006 12:00:00 AM,NA,1.0,1.0,1.0,,,,,,,,
88692,08/06/2010 12:00:00 AM,North Avenue,22.6,24.6,23.6,,,,,,,,
101257,08/09/2008 12:00:00 AM,Howard,9.8,12.1,10.9,,,,,,,,
106774,06/23/2012 12:00:00 AM,Rogers,,,,,,,,,,,
91776,07/08/2009 12:00:00 AM,Juneway,17.3,18.9,18.1,,,,,,,,
89739,08/17/2010 12:00:00 AM,Oak Street,14.8,13.2,14.0,,,,,,,,
89880,08/24/2010 12:00:00 AM,North Avenue,17.3,5.2,9.5,,,,,,,,
103687,06/06/2006 12:00:00 AM,Montrose,36.4,30.5,33.3,,,,,,,,
112528,08/03/2012 12:00:00 AM,Juneway,2.1,4.1,2.9,,,,,,,,
88230,06/04/2010 12:00:00 AM,Marion Mahoney Griffin,23.1,21.1,22.1,,,,,,,,
99541,07/22/2007 12:00:00 AM,Ohio Street,,,,,,,,,,,
91383,06/21/2009 12:00:00 AM,Howard,,,,,,,,,,,
110997,06/21/2014 12:00:00 AM,Oakwood,,,,,,,,,,,
110579,07/13/2013 12:00:00 AM,Juneway,,,,,,,,,,,
108222,05/21/2014 12:00:00 AM,Oak Street,9.0,9.0,9.0,,,,,,,,
110959,06/19/2014 12:00:00 AM,North Avenue,57.0,28.0,39.9,,,,,,,,
108930,05/22/2013 12:00:00 AM,Foster,1733.0,2420.0,2047.9,,,,,,,,
111852,07/06/2013 12:00:00 AM,Osterman,,,,,,,,,,,
93579,07/17/2015 12:00:00 AM,North Avenue,9.0,10.0,9.5,,,,,,,,
102260,06/19/2009 12:00:00 AM,Oak Street,41.0,41.4,41.2,,,,,,,,
95512,07/18/2014 12:00:00 AM,Rainbow,35.0,52.0,42.7,,,,,,,,
93675,08/30/2014 12:00:00 AM,Juneway,,,,,,,,,,,
89100,06/09/2010 12:00:00 AM,Calumet,2.0,2.0,2.0,,,,,,,,
105595,07/01/2013 12:00:00 AM,Oak Street,8.0,7.0,7.5,,,,,,,,
105944,09/04/2012 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
110390,07/05/2014 12:00:00 AM,Juneway,,,,,,,,,,,
87476,06/15/2010 12:00:00 AM,Rainbow,129.8,88.0,106.9,,,,,,,,
88787,07/02/2010 12:00:00 AM,Juneway,6.3,6.2,6.2,,,,,,,,
99068,08/05/2007 12:00:00 AM,South Shore,,,,,,,,,,,
100287,06/11/2008 12:00:00 AM,Margaret T Burroughs,139.6,53.7,86.6,,,,,,,,
105389,09/11/2013 12:00:00 AM,NA,,,,,,,,,,,
90488,06/01/2011 12:00:00 AM,Howard,13.5,10.8,12.1,,,,,,,,
101137,06/23/2008 12:00:00 AM,North Shore,18.3,80.4,38.4,,,,,,,,
108265,05/23/2014 12:00:00 AM,Ohio Street,192.0,461.0,297.5,,,,,,,,
93357,07/12/2015 12:00:00 AM,Foster,,,,,,,,,,,
93682,08/31/2014 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
90298,06/29/2011 12:00:00 AM,Montrose Dog,2419.6,2419.6,2419.6,,,,,,,,
95761,08/31/2015 12:00:00 AM,Juneway,3.0,3.0,3.0,,,,,,,,
109433,08/22/2013 12:00:00 AM,South Shore,2420.0,270.0,808.3,,,,,,,,
88445,07/25/2010 12:00:00 AM,63rd Street,,,,,,,,,,,
100798,06/18/2008 12:00:00 AM,Rogers,4.1,1.0,2.0,,,,,,,,
98060,08/14/2006 12:00:00 AM,Columbia,104.6,102.2,103.4,,,,,,,,
87959,05/22/2010 12:00:00 AM,Oakwood,,,,,,,,,,,
90134,06/22/2011 12:00:00 AM,South Shore,71.2,24.2,41.5,,,,,,,,
88449,07/25/2010 12:00:00 AM,12th Street,,,,,,,,,,,
94946,08/14/2015 12:00:00 AM,North Avenue,50.0,36.0,42.4,,,,,,,,
111231,06/25/2013 12:00:00 AM,North Avenue,387.0,326.0,355.2,,,,,,,,
88765,07/01/2010 12:00:00 AM,Howard,11.0,5.2,7.6,,,,,,,,
96656,07/19/2011 12:00:00 AM,Rogers,23.1,63.1,38.2,,,,,,,,
107005,07/30/2013 12:00:00 AM,Montrose Dog,120.0,56.0,82.0,,,,,,,,
92389,08/04/2009 12:00:00 AM,Margaret T Burroughs,9.8,7.5,8.6,,,,,,,,
108603,07/05/2012 12:00:00 AM,Rogers,5.2,7.4,6.2,,,,,,,,
91113,07/20/2009 12:00:00 AM,Calumet,9.7,307.6,54.6,,,,,,,,
105804,06/14/2012 12:00:00 AM,Leone,26.5,51.2,36.8,,,,,,,,
105460,09/14/2013 12:00:00 AM,Foster,,,,,,,,,,,
94220,08/06/2009 12:00:00 AM,Rogers,81.3,50.4,64.0,,,,,,,,
106140,07/25/2013 12:00:00 AM,NA,10.0,13.0,11.4,,,,,,,,
99721,06/01/2008 12:00:00 AM,57th Street,,,,,,,,,,,
89674,08/14/2010 12:00:00 AM,57th Street,,,,,,,,,,,
102530,08/26/2008 12:00:00 AM,Columbia,48.0,31.1,38.6,,,,,,,,
103284,07/28/2006 12:00:00 AM,Margaret T Burroughs,298.7,378.4,336.2,,,,,,,,
91978,08/21/2009 12:00:00 AM,Montrose,10.9,4.1,6.7,,,,,,,,
100425,07/18/2008 12:00:00 AM,Howard,1.0,1.0,1.0,,,,,,,,
107551,05/18/2013 12:00:00 AM,Montrose,,,,,,,,,,,
91092,07/19/2009 12:00:00 AM,South Shore,,,,,,,,,,,
90560,06/05/2011 12:00:00 AM,63rd Street,,,,,,,,,,,
93289,07/09/2015 12:00:00 AM,North Avenue,25.0,16.0,20.0,,,,,,,,
105434,09/13/2013 12:00:00 AM,NA,,,,,,,,,,,
97691,07/30/2011 12:00:00 AM,South Shore,,,,,,,,,,,
112222,05/26/2012 12:00:00 AM,57th Street,,,,,,,,,,,
93685,08/31/2014 12:00:00 AM,Oak Street,,,,,,,,,,,
106333,09/21/2013 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
112414,07/15/2013 12:00:00 AM,Osterman,44.0,66.0,53.9,,,,,,,,
102707,05/25/2006 12:00:00 AM,12th Street,119.8,107.1,113.3,,,,,,,,
112287,06/13/2014 12:00:00 AM,12th Street,5.0,10.0,7.1,,,,,,,,
93012,08/15/2014 12:00:00 AM,Rogers,16.0,10.0,12.6,,,,,,,,
101297,08/22/2007 12:00:00 AM,South Shore,16.0,26.9,20.7,,,,,,,,
98372,08/18/2006 12:00:00 AM,Osterman,90.9,64.5,76.6,,,,,,,,
88249,06/05/2010 12:00:00 AM,Leone,,,,,,,,,,,
110042,07/11/2012 12:00:00 AM,Howard,14.6,17.1,15.8,,,,,,,,
109358,08/13/2013 12:00:00 AM,Osterman,1120.0,1300.0,1206.6,,,,,,,,
112156,05/23/2012 12:00:00 AM,57th Street,47.1,57.3,52.0,,,,,,,,
103032,06/25/2007 12:00:00 AM,Hartigan,69.1,54.6,61.4,,,,,,,,
100603,07/31/2008 12:00:00 AM,Rogers,27.5,39.7,33.0,,,,,,,,
105211,06/04/2012 12:00:00 AM,Rogers,26.2,27.5,26.8,,,,,,,,
90532,06/03/2011 12:00:00 AM,Howard,8.5,14.8,11.2,,,,,,,,
92547,05/27/2009 12:00:00 AM,Loyola,8.5,6.3,7.3,,,,,,,,
95013,08/17/2015 12:00:00 AM,Osterman,49.0,31.0,39.0,,,,,,,,
111298,08/17/2012 12:00:00 AM,Juneway,77.6,69.5,73.4,,,,,,,,
95671,06/11/2015 12:00:00 AM,Montrose,326.0,135.0,209.8,,,,61,06/11/2015 12:00:00 AM,485.3,211.8,321.0
108460,09/04/2015 12:00:00 AM,Ohio Street,24.0,27.0,25.5,,,,,,,,
107862,08/05/2013 12:00:00 AM,Howard,11.0,22.0,15.6,,,,,,,,
97029,08/26/2011 12:00:00 AM,Foster,14.6,25.0,19.1,,,,,,,,
100355,06/14/2008 12:00:00 AM,Oak Street,,,,,,,,,,,
87976,05/23/2010 12:00:00 AM,South Shore,,,,,,,,,,,
110223,09/07/2011 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
89783,08/19/2010 12:00:00 AM,Osterman,101.4,93.5,97.4,,,,,,,,
106961,09/17/2012 12:00:00 AM,NA,,,,,,,,,,,
102901,08/21/2006 12:00:00 AM,Rogers,34.1,31.8,32.9,,,,,,,,
88425,07/24/2010 12:00:00 AM,63rd Street,,,,,,,,,,,
112363,06/16/2014 12:00:00 AM,Leone,3.0,1.0,1.7,,,,,,,,
108052,08/19/2013 12:00:00 AM,North Avenue,48.0,34.0,40.4,,,,,,,,
106072,07/22/2013 12:00:00 AM,Ohio Street,6.0,11.0,8.1,,,,,,,,
91328,07/29/2009 12:00:00 AM,Oak Street,90.9,80.1,85.3,,,,,,,,
106849,06/27/2012 12:00:00 AM,12th Street,18.7,7.4,11.8,,,,,,,,
87671,06/24/2010 12:00:00 AM,Marion Mahoney Griffin,77.1,123.6,97.6,,,,,,,,
89308,05/21/2011 12:00:00 AM,Rainbow,,,,,,,,,,,
105972,09/05/2012 12:00:00 AM,North Avenue,,,,,,,,,,,
105872,09/01/2012 12:00:00 AM,57th Street,,,,,,,,,,,
94143,09/11/2014 12:00:00 AM,63rd Street,457.0,488.0,472.2,,,,,,,,
90859,09/02/2010 12:00:00 AM,Montrose,1732.9,224.7,624.0,,,,,,,,
96937,08/30/2013 12:00:00 AM,Margaret T Burroughs,5.0,14.0,8.4,,,,,,,,
102311,07/06/2008 12:00:00 AM,Oak Street,,,,,,,,,,,
92512,05/26/2009 12:00:00 AM,Margaret T Burroughs,10.8,22.8,15.7,,,,,,,,
101551,06/12/2009 12:00:00 AM,Hartigan,54.8,43.5,48.8,,,,,,,,
101965,06/06/2009 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
100702,08/16/2007 12:00:00 AM,Ohio Street,193.5,172.2,182.5,,,,,,,,
104110,06/09/2006 12:00:00 AM,Rogers,,,1.0,,,,,,,,
100113,07/14/2008 12:00:00 AM,Juneway,6.3,5.2,5.7,,,,,,,,
106032,07/20/2013 12:00:00 AM,Montrose Dog,,,,,,,,,,,
112596,08/06/2012 12:00:00 AM,Rogers,3.1,4.1,3.6,,,,,,,,
105949,09/04/2012 12:00:00 AM,North Avenue,,,,,,,,,,,
107156,06/01/2014 12:00:00 AM,Juneway,,,,,,,,,,,
89808,08/20/2010 12:00:00 AM,Rogers,2.0,401.0,28.3,,,,,,,,
88188,06/02/2010 12:00:00 AM,Hartigan,75.9,62.7,69.0,,,,,,,,
90230,06/26/2011 12:00:00 AM,NA,,,,,,,,,,,
106957,09/17/2012 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
101747,08/11/2008 12:00:00 AM,Hartigan,75.9,58.1,66.4,,,,,,,,
98940,07/30/2007 12:00:00 AM,Foster,40.4,32.7,36.3,,,,,,,,
97533,06/11/2011 12:00:00 AM,Montrose Dog,,,,,,,,,,,
97513,09/01/2011 12:00:00 AM,Rainbow,43.5,42.0,42.7,,,,,,,,
88266,06/06/2010 12:00:00 AM,Foster,,,,,,,,,,,
98502,06/21/2007 12:00:00 AM,Juneway,1.0,1.0,1.0,,,,,,,,
105272,07/10/2014 12:00:00 AM,57th Street,60.0,115.0,83.1,,,,,,,,
106872,09/13/2012 12:00:00 AM,Montrose,2420.0,2420.0,2420.0,,,,,,,,
107564,05/19/2013 12:00:00 AM,57th Street,,,,,,,,,,,
92493,05/25/2009 12:00:00 AM,North Avenue,,,,,,,,,,,
95332,06/06/2015 12:00:00 AM,Ohio Street,10.0,70.0,26.5,,,,,,,,
89537,05/31/2011 12:00:00 AM,NA,,,,,,,,,,,
97775,07/13/2006 12:00:00 AM,North Avenue,19.5,17.5,18.5,,,,,,,,
88367,07/21/2010 12:00:00 AM,Oakwood,52.1,90.5,68.7,,,,,,,,
100716,06/15/2008 12:00:00 AM,57th Street,,,,,,,,,,,
111968,08/30/2012 12:00:00 AM,Margaret T Burroughs,3.0,6.3,4.3,,,,,,,,
96562,07/15/2011 12:00:00 AM,Foster,50.4,36.9,43.1,,,,,,,,
101566,06/13/2009 12:00:00 AM,12th Street,,,,,,,,,,,
104836,08/06/2006 12:00:00 AM,NA,,,,,,,,,,,
95840,07/29/2015 12:00:00 AM,Montrose Dog,179.0,10.0,42.3,,,,,,,,
99932,06/05/2008 12:00:00 AM,Ohio Street,21.1,24.1,22.6,,,,,,,,
108431,09/03/2015 12:00:00 AM,Calumet,20.0,17.0,18.4,,,,,,,,
101334,08/23/2007 12:00:00 AM,North Shore,20.3,21.8,21.0,,,,,,,,
102424,08/21/2008 12:00:00 AM,Rogers,43.1,52.9,47.7,,,,,,,,
88945,07/10/2010 12:00:00 AM,Howard,,,,,,,,,,,
90000,08/30/2010 12:00:00 AM,North Avenue,24.6,35.9,29.7,,,,,,,,
109853,08/22/2011 12:00:00 AM,North Avenue,10.9,12.2,11.5,,,,,,,,
94196,08/05/2009 12:00:00 AM,Howard,42.8,85.5,60.5,,,,,,,,
90967,07/13/2009 12:00:00 AM,Hartigan,7.5,6.3,6.9,,,,,,,,
89238,09/08/2010 12:00:00 AM,Howard,,,,,,,,,,,
93344,07/12/2015 12:00:00 AM,Rainbow,,,,,,,,,,,
111770,05/30/2014 12:00:00 AM,Marion Mahoney Griffin,1.0,2.0,1.4,,,,,,,,
104704,07/01/2006 12:00:00 AM,North Avenue,,,,,,,,,,,
110424,07/07/2014 12:00:00 AM,North Avenue,8.0,15.0,11.0,,,,,,,,
106990,09/18/2012 12:00:00 AM,Hartigan,,,,,,,,,,,
112481,07/18/2013 12:00:00 AM,Hartigan,25.0,36.0,30.0,,,,,,,,
106412,06/19/2012 12:00:00 AM,South Shore,52.0,14.6,27.6,,,,,,,,
96700,07/21/2011 12:00:00 AM,Rogers,1.0,1.0,1.0,,,,,,,,
100175,07/23/2008 12:00:00 AM,63rd Street,35.5,20.3,26.8,,,,,,,,
105513,09/17/2013 12:00:00 AM,Rainbow,,,,,,,,,,,
93689,08/31/2014 12:00:00 AM,Montrose,,,,,,,,,,,
108084,06/12/2015 12:00:00 AM,Montrose,148.3,156.5,152.3,,,,171,06/12/2015 12:00:00 AM,90.4,74.7,82.0
106114,07/24/2013 12:00:00 AM,Oakwood,184.0,137.0,158.8,,,,,,,,
92915,08/11/2014 12:00:00 AM,North Avenue,40.0,45.0,42.4,,,,,,,,
97293,08/31/2013 12:00:00 AM,Rainbow,214.0,126.0,164.2,,,,,,,,
104677,06/30/2006 12:00:00 AM,12th Street,48.4,51.8,50.1,,,,,,,,
104028,07/07/2007 12:00:00 AM,Columbia,,,,,,,,,,,
101698,08/29/2007 12:00:00 AM,Margaret T Burroughs,19.7,33.2,25.6,,,,,,,,
95281,06/03/2015 12:00:00 AM,Juneway,3.0,2.0,2.4,,,,,,,,
93104,07/06/2015 12:00:00 AM,12th Street,19.0,36.0,26.2,,,,,,,,
107849,08/05/2013 12:00:00 AM,Margaret T Burroughs,34.0,47.0,40.0,,,,,,,,
101837,08/15/2008 12:00:00 AM,Columbia,81.6,88.4,84.9,,,,,,,,
93884,09/04/2014 12:00:00 AM,Oak Street,96.0,86.0,90.9,,,,,,,,
106680,06/25/2014 12:00:00 AM,Ohio Street,96.0,649.0,249.6,,,,,,,,
106112,07/24/2013 12:00:00 AM,63rd Street,62.0,57.0,59.4,,,,,,,,
105508,09/16/2013 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
110092,05/14/2009 12:00:00 AM,Hartigan,,,,,,,,,,,
95996,09/18/2014 12:00:00 AM,Oakwood,,,,,,,,,,,
89171,09/05/2010 12:00:00 AM,North Avenue,,,,,,,,,,,
95236,08/22/2015 12:00:00 AM,Rogers,,,,,,,,,,,
109060,06/02/2013 12:00:00 AM,Rogers,,,,,,,,,,,
105531,06/28/2013 12:00:00 AM,North Avenue,6.0,10.0,7.7,,,,,,,,
112092,09/05/2011 12:00:00 AM,57th Street,,,,,,,,,,,
88400,07/22/2010 12:00:00 AM,Rogers,46.5,75.9,59.4,,,,,,,,
111049,06/11/2013 12:00:00 AM,Rogers,9.0,18.0,12.7,,,,,,,,
92799,06/28/2015 12:00:00 AM,Ohio Street,,,,,,,,,,,
112240,05/27/2012 12:00:00 AM,Calumet,67.7,86.0,76.3,,,,,,,,
94702,08/08/2015 12:00:00 AM,Hartigan,,,,,,,,,,,
97732,07/31/2011 12:00:00 AM,Juneway,,,,,,,,,,,
98656,06/13/2007 12:00:00 AM,Osterman,111.2,133.4,121.8,,,,,,,,
93665,08/30/2014 12:00:00 AM,North Avenue,,,,,,,,,,,
98412,08/20/2006 12:00:00 AM,57th Street,,,,,,,,,,,
104886,08/08/2006 12:00:00 AM,12th Street,410.6,461.1,435.1,,,,,,,,
99253,07/09/2007 12:00:00 AM,Howard,27.8,30.1,28.9,,,,,,,,
110536,07/12/2013 12:00:00 AM,Calumet,101.0,121.0,110.5,,,,,,,,
104055,06/07/2006 12:00:00 AM,Hartigan,155.3,88.0,116.9,,,,,,,,
110321,05/21/2012 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
99752,06/02/2008 12:00:00 AM,Lane,2.0,8.5,4.1,,,,,,,,
111313,08/18/2012 12:00:00 AM,Montrose,,,,,,,,,,,
88515,07/28/2010 12:00:00 AM,Osterman,27.2,19.7,23.1,,,,,,,,
96329,08/15/2011 12:00:00 AM,Rainbow,93.3,56.1,72.3,,,,,,,,
107078,08/02/2013 12:00:00 AM,Leone,10.0,8.0,8.9,,,,,,,,
102417,07/11/2008 12:00:00 AM,63rd Street,313.0,328.2,320.5,,,,,,,,
111642,09/10/2013 12:00:00 AM,Osterman,30.0,17.0,22.6,,,,,,,,
90463,07/07/2011 12:00:00 AM,Rainbow,435.2,1203.3,723.7,,,,,,,,
96724,07/23/2011 12:00:00 AM,Calumet,165.8,57.1,97.3,,,,,,,,
105497,09/16/2013 12:00:00 AM,12th Street,,,,,,,,,,,
93946,09/07/2014 12:00:00 AM,Oakwood,,,,,,,,,,,
107338,07/02/2012 12:00:00 AM,Ohio Street,14.5,12.2,13.3,,,,,,,,
97516,09/01/2011 12:00:00 AM,57th Street,435.2,72.7,177.9,,,,,,,,
110710,08/08/2012 12:00:00 AM,Ohio Street,5.2,8.6,6.7,,,,,,,,
87830,09/07/2009 12:00:00 AM,South Shore,,,,,,,,,,,
96639,07/19/2011 12:00:00 AM,63rd Street,40.2,24.3,31.3,,,,,,,,
106430,06/19/2012 12:00:00 AM,Rogers,2.0,,1.4,,,,,,,,
107257,06/28/2012 12:00:00 AM,Osterman,20.3,10.8,14.8,,,,,,,,
103078,06/27/2007 12:00:00 AM,Hartigan,32.7,42.6,37.3,,,,,,,,
90618,06/07/2011 12:00:00 AM,Leone,1.0,1.0,1.0,,,,,,,,
96897,08/28/2013 12:00:00 AM,Foster,180.0,120.0,147.0,,,,,,,,
95460,07/15/2014 12:00:00 AM,Osterman,70.0,127.0,94.3,,,,,,,,
103949,07/04/2007 12:00:00 AM,NA,,,,,,,,,,,
108326,06/07/2014 12:00:00 AM,Oakwood,,,,,,,,,,,
103808,06/21/2006 12:00:00 AM,Rogers,517.2,488.4,502.6,,,,,,,,
98054,08/14/2006 12:00:00 AM,Montrose,156.5,112.6,132.7,,,,,,,,
104770,07/04/2006 12:00:00 AM,57th Street,,,,,,,,,,,
